image_id,year,month,day,final_date,status,term,notation_raw,tag_dot,tag_engrave,tag_curved,tag_lowcontrast,tag_multidate,tag_lotconfuse,tag_relative,tag_reference,tag_ymonly,tag_foreign,tag_unreadable,notes
cust_0012,2027,03,02,2027-03-02,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0013,2027,02,16,2027-02-16,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0014,2027,03,01,2027-03-01,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0015,2027,02,10,2027-02-10,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0016,2027,01,14,2027-01-14,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0017,2027,02,24,2027-02-24,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0018,2027,03,17,2027-03-17,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0019,2027,02,24,2027-02-24,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0020,2027,02,02,2027-02-02,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0022,2027,02,19,2027-02-19,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0023,2026,12,20,2026-12-20,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0024,2027,05,18,2027-05-18,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0025,2027,07,21,2027-07-21,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0026,2027,06,23,2027-06-23,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0027,2027,07,21,2027-07-21,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0028,2027,04,17,2027-04-17,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0029,2026,08,08,2026-08-08,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0030,2027,01,25,2027-01-25,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0031,2027,01,21,2027-01-21,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0032,2027,04,06,2027-04-06,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0033,2027,02,11,2027-02-11,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0034,2027,03,15,2027-03-15,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0035,2027,01,13,2027-01-13,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0036,2027,02,20,2027-02-20,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0037,2026,10,21,2026-10-21,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0038,2026,08,11,2026-08-11,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0039,2027,02,03,2027-02-03,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0040,2027,03,10,2027-03-10,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0041,2027,01,18,2027-01-18,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0042,2027,01,10,2027-01-10,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0043,2031,05,21,2031-05-21,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0044,2031,05,07,2031-05-07,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0045,2033,08,09,2033-08-09,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0046,2033,08,09,2033-08-09,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0047,2029,03,26,2029-03-26,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0048,2027,08,27,2027-08-27,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0049,2028,06,16,2028-06-16,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0050,2028,01,19,2028-01-19,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0051,2027,06,09,2027-06-09,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0052,2028,01,02,2028-01-02,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0053,2027,03,12,2027-03-12,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0054,2027,01,31,2027-01-31,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0055,2027,02,18,2027-02-18,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0056,2027,03,02,2027-03-02,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0057,2027,05,NONE,2027-05-NONE,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0058,2027,07,31,2027-07-31,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0059,NONE,10,02,NONE-10-02,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0060,NONE,10,03,NONE-10-03,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0061,2028,02,12,2028-02-12,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0062,2027,08,11,2027-08-11,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0063,2028,01,08,2028-01-08,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0064,2026,10,04,2026-10-04,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0065,2026,12,22,2026-12-22,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0066,2026,10,02,2026-10-02,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0067,2027,08,17,2027-08-17,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0068,2027,05,13,2027-05-13,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
cust_0069,2027,10,30,2027-10-30,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0070,2027,01,01,2027-01-01,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0071,2025,05,19,2025-05-19,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0072,2028,04,02,2028-04-02,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0073,2027,01,01,2027-01-01,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0074,2029,11,30,2029-11-30,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0075,2026,08,14,2026-08-14,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0076,2026,05,16,2026-05-16,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0077,2027,07,25,2027-07-25,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0078,2026,11,12,2026-11-12,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0079,2027,04,19,2027-04-19,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0080,2028,02,02,2028-02-02,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0081,2027,10,10,2027-10-10,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0082,2029,02,24,2029-02-24,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0083,2027,10,11,2027-10-11,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0084,2026,12,26,2026-12-26,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0085,2027,10,21,2027-10-21,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0086,2027,07,23,2027-07-23,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0087,2027,05,02,2027-05-02,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0088,2027,10,NONE,2027-10-NONE,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0089,2027,05,NONE,2027-05-NONE,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0090,2026,12,08,2026-12-08,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0091,2027,01,07,2027-01-07,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0092,2029,11,30,2029-11-30,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0093,2026,10,30,2026-10-30,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0094,2027,03,19,2027-03-19,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0095,2027,05,10,2027-05-10,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0096,2028,07,01,2028-07-01,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0097,2027,09,03,2027-09-03,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
cust_0098,2028,11,NONE,2028-11-NONE,완료,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1차 수집분(팀 커밋 f67073e)에서 이관
