image_id,batch,hint_category,year,month,day,final_date,note,status,labeler,updatedAt,updated_kst,tag_유통기한만,tag_다중날짜,tag_부터까지쌍,tag_상대표기,tag_참조표기,tag_판독불가,tag_EXP각인,tag_연도부재,has_year,has_month,has_day,is_complete,n_tags,image_exists
000284,A,5_판독불가_진짜,2026,08,20,2026-08-20,,완료,정주희,1789009256913,2026-09-10 12:00,False,False,False,False,False,True,False,False,True,True,True,True,1,True
000320,A,2b_부터까지쌍,2025,11,12,2025-11-12,,완료,정주희,1789009269310,2026-09-10 12:01,False,False,True,False,False,False,False,False,True,True,True,True,1,True
000323,A,5_판독불가_진짜,2025,12,21,2025-12-21,,완료,정주희,1789009280833,2026-09-10 12:01,False,False,False,False,False,True,False,False,True,True,True,True,1,True
000331,A,,2025,10,31,2025-10-31,,완료,정주희,1789009291373,2026-09-10 12:01,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000335,A,,2025,11,28,2025-11-28,,완료,정주희,1789009301861,2026-09-10 12:01,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000356,A,3_상대표기,2027,03,17,2027-03-17,,완료,정주희,1789009323603,2026-09-10 12:02,False,False,False,True,False,False,False,False,True,True,True,True,1,True
000367,A,,2026,05,18,2026-05-18,,완료,정주희,1789009334856,2026-09-10 12:02,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000379,A,5_판독불가_진짜,2026,09,05,2026-09-05,,완료,정주희,1789009350580,2026-09-10 12:02,False,False,False,False,False,True,False,False,True,True,True,True,1,True
000404,A,,2026,06,10,2026-06-10,,완료,정주희,1789009365383,2026-09-10 12:02,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000411,A,3_상대표기;4_참조표기,2026,09,09,2026-09-09,,완료,정주희,1789009664521,2026-09-10 12:07,False,False,False,True,True,False,False,False,True,True,True,True,2,True
000412,A,3_상대표기,2026,01,19,2026-01-19,,완료,정주희,1789009673795,2026-09-10 12:07,False,False,False,True,False,False,False,False,True,True,True,True,1,True
000424,A,3_상대표기;4_참조표기,2026,03,28,2026-03-28,,완료,정주희,1789009687687,2026-09-10 12:08,False,False,False,True,True,False,False,False,True,True,True,True,2,True
000430,A,4_참조표기;5_판독불가_진짜,2028,02,01,2028-02-01,,완료,정주희,1789009701384,2026-09-10 12:08,False,False,False,False,True,True,False,False,True,True,True,True,2,True
000465,A,,2027,07,30,2027-07-30,,완료,정주희,1789009716412,2026-09-10 12:08,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000476,A,,2026,07,06,2026-07-06,,완료,정주희,1789009730004,2026-09-10 12:08,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000492,A,5_판독불가_진짜,2026,03,12,2026-03-12,,완료,정주희,1789009739938,2026-09-10 12:08,False,False,False,False,False,True,False,False,True,True,True,True,1,True
000564,A,5_판독불가_진짜,2026,06,25,2026-06-25,,완료,정주희,1789009754090,2026-09-10 12:09,False,False,False,False,False,True,False,False,True,True,True,True,1,True
000569,A,,2025,11,02,2025-11-02,,완료,정주희,1789009826099,2026-09-10 12:10,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000600,A,,2026,08,31,2026-08-31,,완료,정주희,1789009837413,2026-09-10 12:10,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000613,A,,2026,05,28,2026-05-28,,완료,정주희,1789009847274,2026-09-10 12:10,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000634,A,,2026,02,05,2026-02-05,,완료,정주희,1789009856190,2026-09-10 12:10,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000655,A,,2026,08,27,2026-08-27,,완료,정주희,1789009866019,2026-09-10 12:11,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000679,A,5_판독불가_진짜,2027,09,17,2027-09-17,,완료,정주희,1789009877860,2026-09-10 12:11,False,False,False,False,False,True,False,False,True,True,True,True,1,True
000692,A,,2026,08,21,2026-08-21,,완료,정주희,1789009887588,2026-09-10 12:11,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000697,A,,2025,10,07,2025-10-07,,완료,정주희,1789009902268,2026-09-10 12:11,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000716,A,,2025,11,07,2025-11-07,,완료,정주희,1789009909243,2026-09-10 12:11,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000737,A,3_상대표기,2026,03,04,2026-03-04,,완료,정주희,1789009918435,2026-09-10 12:11,False,False,False,True,False,False,False,False,True,True,True,True,1,True
000805,A,,2027,07,NONE,2027-07-NONE,,완료,정주희,1789009953286,2026-09-10 12:12,False,False,False,False,False,False,False,False,True,True,False,False,0,True
000807,A,5b_판독불가_EXP각인추정,2026,05,29,2026-05-29,,완료,정주희,1789009963537,2026-09-10 12:12,False,False,False,False,False,False,True,False,True,True,True,True,1,True
000816,A,,2026,10,09,2026-10-09,,완료,정주희,1789009974435,2026-09-10 12:12,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000842,A,5_판독불가_진짜,2026,07,03,2026-07-03,,완료,정주희,1789010005393,2026-09-10 12:13,False,False,False,False,False,True,False,False,True,True,True,True,1,True
000853,A,,2026,09,24,2026-09-24,,완료,정주희,1789010018263,2026-09-10 12:13,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000924,A,1_유통기한만;5_판독불가_진짜,NONE,02,02,NONE-02-02,,완료,정주희,1789010041253,2026-09-10 12:14,True,False,False,False,False,True,False,False,False,True,True,False,2,True
000933,A,,2021,05,26,2021-05-26,,완료,정주희,1789010054288,2026-09-10 12:14,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001035,A,1_유통기한만;5_판독불가_진짜,2021,10,07,2021-10-07,,완료,정주희,1789010098943,2026-09-10 12:14,True,False,False,False,False,True,False,False,True,True,True,True,2,True
001069,A,,2021,03,15,2021-03-15,,완료,정주희,1789010117323,2026-09-10 12:15,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001098,A,1_유통기한만;2_다중날짜,2021,03,18,2021-03-18,,완료,정주희,1789010132141,2026-09-10 12:15,True,True,False,False,False,False,False,False,True,True,True,True,2,True
001099,A,,2021,03,18,2021-03-18,,완료,정주희,1789010146043,2026-09-10 12:15,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001132,A,1_유통기한만;5_판독불가_진짜,2021,02,19,2021-02-19,,완료,정주희,1789010157656,2026-09-10 12:15,True,False,False,False,False,True,False,False,True,True,True,True,2,True
001144,A,1_유통기한만,2021,05,25,2021-05-25,,완료,정주희,1789010169087,2026-09-10 12:16,True,False,False,False,False,False,False,False,True,True,True,True,1,True
001162,A,,2021,12,06,2021-12-06,,완료,정주희,1789010179255,2026-09-10 12:16,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001173,A,,2021,09,NONE,2021-09-NONE,,완료,정주희,1789010190298,2026-09-10 12:16,False,False,False,False,False,False,False,False,True,True,False,False,0,True
001187,A,1_유통기한만,2020,04,23,2020-04-23,,완료,정주희,1789010200886,2026-09-10 12:16,True,False,False,False,False,False,False,False,True,True,True,True,1,True
001225,A,1_유통기한만,2022,06,27,2022-06-27,,완료,정주희,1789010214067,2026-09-10 12:16,True,False,False,False,False,False,False,False,True,True,True,True,1,True
001264,A,,2022,12,03,2022-12-03,,완료,정주희,1789010228666,2026-09-10 12:17,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001271,A,4_참조표기;5b_판독불가_EXP각인추정,2023,07,08,2023-07-08,,완료,정주희,1789010240909,2026-09-10 12:17,False,False,False,False,True,False,True,False,True,True,True,True,2,True
001281,A,,2025,08,05,2025-08-05,,완료,정주희,1789010253385,2026-09-10 12:17,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001309,A,,2021,04,30,2021-04-30,,완료,정주희,1789010271848,2026-09-10 12:17,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001317,A,5b_판독불가_EXP각인추정,2022,12,07,2022-12-07,,완료,정주희,1789010288036,2026-09-10 12:18,False,False,False,False,False,False,True,False,True,True,True,True,1,True
001320,A,,2021,11,22,2021-11-22,,완료,정주희,1789010299876,2026-09-10 12:18,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001338,A,1_유통기한만;3_상대표기;4_참조표기,2021,06,08,2021-06-08,,완료,정주희,1789010316512,2026-09-10 12:18,True,False,False,True,True,False,False,False,True,True,True,True,3,True
001357,A,5b_판독불가_EXP각인추정;6_연도부재,NONE,08,22,NONE-08-22,,완료,정주희,1789010338888,2026-09-10 12:18,False,False,False,False,False,False,True,True,False,True,True,False,2,True
001371,A,,2022,04,27,2022-04-27,,완료,정주희,1789010349695,2026-09-10 12:19,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001425,A,5b_판독불가_EXP각인추정,2021,06,22,2021-06-22,,완료,정주희,1789010364880,2026-09-10 12:19,False,False,False,False,False,False,True,False,True,True,True,True,1,True
001444,A,,2021,09,06,2021-09-06,,완료,정주희,1789010376698,2026-09-10 12:19,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001456,A,1_유통기한만;4_참조표기;5_판독불가_진짜,2022,06,28,2022-06-28,,완료,정주희,1789010387094,2026-09-10 12:19,True,False,False,False,True,True,False,False,True,True,True,True,3,True
001464,A,,2022,11,18,2022-11-18,,완료,정주희,1789010397615,2026-09-10 12:19,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001517,A,,2021,11,19,2021-11-19,,완료,정주희,1789010412355,2026-09-10 12:20,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001526,A,1_유통기한만;3_상대표기,2021,01,21,2021-01-21,,완료,정주희,1789010422511,2026-09-10 12:20,True,False,False,True,False,False,False,False,True,True,True,True,2,True
001558,A,1_유통기한만;5_판독불가_진짜,2021,12,24,2021-12-24,,완료,정주희,1789010447413,2026-09-10 12:20,True,False,False,False,False,True,False,False,True,True,True,True,2,True
001585,A,1_유통기한만;4_참조표기;5_판독불가_진짜,2021,10,28,2021-10-28,,완료,정주희,1789010459222,2026-09-10 12:20,True,False,False,False,True,True,False,False,True,True,True,True,3,True
001620,A,,2022,07,19,2022-07-19,,완료,정주희,1789010471634,2026-09-10 12:21,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001638,A,,2021,04,12,2021-04-12,,완료,정주희,1789010482365,2026-09-10 12:21,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001658,A,1_유통기한만;3_상대표기,2021,10,20,2021-10-20,,완료,정주희,1789010495022,2026-09-10 12:21,True,False,False,True,False,False,False,False,True,True,True,True,2,True
001686,A,2b_부터까지쌍;3_상대표기,2025,11,27,2025-11-27,,완료,정주희,1789010510545,2026-09-10 12:21,False,False,True,True,False,False,False,False,True,True,True,True,2,True
001694,A,1_유통기한만;3_상대표기,2022,07,01,2022-07-01,,완료,정주희,1789010524442,2026-09-10 12:22,True,False,False,True,False,False,False,False,True,True,True,True,2,True
001751,A,1_유통기한만,2021,06,28,2021-06-28,,완료,정주희,1789010539416,2026-09-10 12:22,True,False,False,False,False,False,False,False,True,True,True,True,1,True
001922,A,1_유통기한만,2022,06,14,2022-06-14,,완료,정주희,1789010555130,2026-09-10 12:22,True,False,False,False,False,False,False,False,True,True,True,True,1,True
001934,A,,2022,03,29,2022-03-29,,완료,정주희,1789010564786,2026-09-10 12:22,False,False,False,False,False,False,False,False,True,True,True,True,0,True
001958,A,1_유통기한만;3_상대표기,2022,05,13,2022-05-13,,완료,정주희,1789010585657,2026-09-10 12:23,True,False,False,True,False,False,False,False,True,True,True,True,2,True
001972,A,,2023,03,15,2023-03-15,,완료,정주희,1789010595840,2026-09-10 12:23,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002052,A,,NONE,04,14,NONE-04-14,,완료,정주희,1789010611295,2026-09-10 12:23,False,False,False,False,False,False,False,False,False,True,True,False,0,True
002073,A,,2021,12,24,2021-12-24,,완료,정주희,1789010626291,2026-09-10 12:23,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002075,A,,2020,05,28,2020-05-28,,완료,정주희,1789010638189,2026-09-10 12:23,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002078,A,,2020,10,21,2020-10-21,,완료,정주희,1789010648980,2026-09-10 12:24,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002082,A,,2019,07,09,2019-07-09,,완료,정주희,1789010659530,2026-09-10 12:24,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002109,A,1_유통기한만;5_판독불가_진짜,2022,02,24,2022-02-24,,완료,정주희,1789010695360,2026-09-10 12:24,True,False,False,False,False,True,False,False,True,True,True,True,2,True
002132,A,,2021,10,04,2021-10-04,,완료,정주희,1789010705945,2026-09-10 12:25,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002144,A,1_유통기한만,2021,07,13,2021-07-13,,완료,정주희,1789010716936,2026-09-10 12:25,True,False,False,False,False,False,False,False,True,True,True,True,1,True
002217,A,,2023,05,NONE,2023-05-NONE,,완료,정주희,1789010734370,2026-09-10 12:25,False,False,False,False,False,False,False,False,True,True,False,False,0,True
002219,A,,2022,02,01,2022-02-01,,완료,정주희,1789010749548,2026-09-10 12:25,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002225,A,1_유통기한만;5_판독불가_진짜,2022,09,14,2022-09-14,,완료,정주희,1789010759864,2026-09-10 12:25,True,False,False,False,False,True,False,False,True,True,True,True,2,True
002286,A,,2021,12,31,2021-12-31,,완료,정주희,1789010774561,2026-09-10 12:26,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002331,A,,2021,12,16,2021-12-16,,완료,정주희,1789010787496,2026-09-10 12:26,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002360,A,,2021,06,10,2021-06-10,,완료,정주희,1789010797759,2026-09-10 12:26,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002368,A,1_유통기한만;4_참조표기;5_판독불가_진짜,2022,01,16,2022-01-16,,완료,정주희,1789010857282,2026-09-10 12:27,True,False,False,False,True,True,False,False,True,True,True,True,3,True
002381,A,1_유통기한만;4_참조표기,2021,08,17,2021-08-17,,완료,정주희,1789010867738,2026-09-10 12:27,True,False,False,False,True,False,False,False,True,True,True,True,2,True
002426,A,1_유통기한만;5_판독불가_진짜,2021,01,18,2021-01-18,,완료,정주희,1789010880863,2026-09-10 12:28,True,False,False,False,False,True,False,False,True,True,True,True,2,True
002434,A,1_유통기한만;4_참조표기,2023,01,07,2023-01-07,,완료,정주희,1789010890768,2026-09-10 12:28,True,False,False,False,True,False,False,False,True,True,True,True,2,True
002465,A,,2022,01,20,2022-01-20,,완료,정주희,1789010901262,2026-09-10 12:28,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002466,A,,2022,01,20,2022-01-20,,완료,정주희,1789010911561,2026-09-10 12:28,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002486,A,,2022,08,03,2022-08-03,,완료,정주희,1789010923175,2026-09-10 12:28,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002525,A,,2023,01,25,2023-01-25,,완료,정주희,1789010936271,2026-09-10 12:28,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002536,A,5b_판독불가_EXP각인추정,2021,09,22,2021-09-22,,완료,정주희,1789010947117,2026-09-10 12:29,False,False,False,False,False,False,True,False,True,True,True,True,1,True
002537,A,,2021,09,22,2021-09-22,,완료,정주희,1789010958021,2026-09-10 12:29,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002546,A,1_유통기한만;5_판독불가_진짜;6_연도부재,2022,04,NONE,2022-04-NONE,,완료,정주희,1789010970701,2026-09-10 12:29,True,False,False,False,False,True,False,True,True,True,False,False,3,True
002556,A,5b_판독불가_EXP각인추정,2021,11,17,2021-11-17,,완료,정주희,1789010980072,2026-09-10 12:29,False,False,False,False,False,False,True,False,True,True,True,True,1,True
002574,A,1_유통기한만;4_참조표기;5_판독불가_진짜,2021,12,16,2021-12-16,,완료,정주희,1789011039903,2026-09-10 12:30,True,False,False,False,True,True,False,False,True,True,True,True,3,True
002617,A,1_유통기한만,2022,05,04,2022-05-04,,완료,정주희,1789011053987,2026-09-10 12:30,True,False,False,False,False,False,False,False,True,True,True,True,1,True
002639,A,,2021,12,04,2021-12-04,,완료,정주희,1789011064438,2026-09-10 12:31,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002641,A,1_유통기한만;4_참조표기;5_판독불가_진짜,2021,10,31,2021-10-31,,완료,정주희,1789011083261,2026-09-10 12:31,True,False,False,False,True,True,False,False,True,True,True,True,3,True
002645,A,,2021,12,14,2021-12-14,,완료,정주희,1789011095004,2026-09-10 12:31,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002656,A,,2021,03,25,2021-03-25,,완료,정주희,1789011106461,2026-09-10 12:31,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002670,A,,2023,04,30,2023-04-30,,완료,정주희,1789011118646,2026-09-10 12:31,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002701,A,1_유통기한만;5_판독불가_진짜;6_연도부재,2022,12,16,2022-12-16,,완료,정주희,1789011132477,2026-09-10 12:32,True,False,False,False,False,True,False,True,True,True,True,True,3,True
002730,A,,2021,06,25,2021-06-25,,완료,정주희,1789011154968,2026-09-10 12:32,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002732,A,1_유통기한만;4_참조표기;5_판독불가_진짜,2021,12,25,2021-12-25,,완료,정주희,1789011165840,2026-09-10 12:32,True,False,False,False,True,True,False,False,True,True,True,True,3,True
002737,A,1_유통기한만;3_상대표기;4_참조표기,2021,06,12,2021-06-12,,완료,정주희,1789011195809,2026-09-10 12:33,True,False,False,True,True,False,False,False,True,True,True,True,3,True
002747,A,,2022,01,08,2022-01-08,,완료,정주희,1789011207970,2026-09-10 12:33,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002762,A,,2023,06,01,2023-06-01,,완료,정주희,1789011220295,2026-09-10 12:33,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002769,A,5b_판독불가_EXP각인추정,2021,12,08,2021-12-08,,완료,정주희,1789011232891,2026-09-10 12:33,False,False,False,False,False,False,True,False,True,True,True,True,1,True
002843,A,,2023,06,NONE,2023-06-NONE,,완료,정주희,1789011248693,2026-09-10 12:34,False,False,False,False,False,False,False,False,True,True,False,False,0,True
002855,A,1_유통기한만;5_판독불가_진짜;6_연도부재,2022,09,13,2022-09-13,,완료,정주희,1789011259685,2026-09-10 12:34,True,False,False,False,False,True,False,True,True,True,True,True,3,True
002895,A,1_유통기한만;4_참조표기;5_판독불가_진짜,2024,02,13,2024-02-13,,완료,정주희,1789011272674,2026-09-10 12:34,True,False,False,False,True,True,False,False,True,True,True,True,3,True
002967,A,,2021,09,03,2021-09-03,,완료,정주희,1789011285127,2026-09-10 12:34,False,False,False,False,False,False,False,False,True,True,True,True,0,True
002972,A,1_유통기한만;5_판독불가_진짜,2022,03,20,2022-03-20,,완료,정주희,1789011304146,2026-09-10 12:35,True,False,False,False,False,True,False,False,True,True,True,True,2,True
003007,A,,2021,11,30,2021-11-30,,완료,정주희,1789011313589,2026-09-10 12:35,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003063,A,5b_판독불가_EXP각인추정,2021,10,18,2021-10-18,,완료,정주희,1789011325671,2026-09-10 12:35,False,False,False,False,False,False,True,False,True,True,True,True,1,True
003081,A,1_유통기한만;5_판독불가_진짜,2021,12,02,2021-12-02,,완료,정주희,1789011335232,2026-09-10 12:35,True,False,False,False,False,True,False,False,True,True,True,True,2,True
003084,A,,2021,12,02,2021-12-02,,완료,정주희,1789011345728,2026-09-10 12:35,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003096,A,,2022,10,12,2022-10-12,,완료,정주희,1789011357452,2026-09-10 12:35,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003097,A,1_유통기한만;5_판독불가_진짜,2021,04,12,2021-04-12,,완료,정주희,1789011366080,2026-09-10 12:36,True,False,False,False,False,True,False,False,True,True,True,True,2,True
003102,A,1_유통기한만;5_판독불가_진짜,2022,03,29,2022-03-29,,완료,정주희,1789011375662,2026-09-10 12:36,True,False,False,False,False,True,False,False,True,True,True,True,2,True
003120,A,5b_판독불가_EXP각인추정,2021,09,30,2021-09-30,,완료,정주희,1789011386438,2026-09-10 12:36,False,False,False,False,False,False,True,False,True,True,True,True,1,True
003128,A,,2022,08,25,2022-08-25,,완료,정주희,1789011396751,2026-09-10 12:36,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003157,A,1_유통기한만;5_판독불가_진짜,2021,10,26,2021-10-26,,완료,정주희,1789011410783,2026-09-10 12:36,True,False,False,False,False,True,False,False,True,True,True,True,2,True
003158,A,,2021,04,25,2021-04-25,,완료,정주희,1789011420763,2026-09-10 12:37,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003177,A,,2021,03,25,2021-03-25,,완료,정주희,1789011429976,2026-09-10 12:37,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003227,A,,2022,01,29,2022-01-29,,완료,정주희,1789011443935,2026-09-10 12:37,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003269,A,,2022,01,28,2022-01-28,,완료,정주희,1789011458115,2026-09-10 12:37,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003282,A,,2022,12,21,2022-12-21,,완료,정주희,1789011488283,2026-09-10 12:38,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003293,A,,2022,12,02,2022-12-02,,완료,정주희,1789011499143,2026-09-10 12:38,False,False,False,False,False,False,False,False,True,True,True,True,0,True
003296,A,5b_판독불가_EXP각인추정,2021,11,26,2021-11-26,,완료,정주희,1789011509644,2026-09-10 12:38,False,False,False,False,False,False,True,False,True,True,True,True,1,True
003328,A,1_유통기한만;5_판독불가_진짜,2021,12,26,2021-12-26,,완료,정주희,1789011520888,2026-09-10 12:38,True,False,False,False,False,True,False,False,True,True,True,True,2,True
3348,A,1_유통기한만;3_상대표기,2027,07,13,2027-07-13,,완료,정주희,1789011538561,2026-09-10 12:38,True,False,False,True,False,False,False,False,True,True,True,True,2,True
000009,B,4_참조표기;5_판독불가_진짜,2026,10,29,2026-10-29,,완료,김건우,1788955187865,2026-09-09 20:59,False,False,False,False,True,True,False,False,True,True,True,True,2,True
000078,B,,2025,06,19,2025-06-19,,완료,김건우,1788955229414,2026-09-09 21:00,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000081,B,2b_부터까지쌍,2026,05,18,2026-05-18,2025 05 16부터 2026 05 18까지라고 적혀있음. 이렇게 되어있는 텍스트 박스에 대한 로직도 설계해야할듯(무조건 시간 순서상 뒤에 있는 걸 정답으로 체크한다던지),완료,김건우,1788955327279,2026-09-09 21:02,False,False,True,False,False,False,False,False,True,True,True,True,1,True
000097,B,,2025,11,19,2025-11-19,,완료,김건우,1788955354462,2026-09-09 21:02,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000114,B,,2026,02,28,2026-02-28,소비기한 텍스트가 이미지 내 다른 텍스트보다 크기가 작음.,완료,김건우,1788955387278,2026-09-09 21:03,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000143,B,4_참조표기;5_판독불가_진짜,2027,03,06,2027-03-06,년도가 맨뒤에 가 있음. 이런 형식에 대한 로직 추가 필요 [9/20 수정] 연도가 뒤에 오는 표기(06/03/2027)는 일/월/년으로 읽음 (대회 규칙·운영진 확인),완료,김건우,1788955598692,2026-09-09 21:06,False,False,False,False,True,True,False,False,True,True,True,True,2,True
000148,B,2_다중날짜,2026,02,26,2026-02-26,EXP뒤에 있는 숫자가 ᅩ비기한이라는 로직 or 그냥 더 시간 순서상 뒤에 있는 글자가 소비기한이라는 로직 필요,완료,김건우,1788955650807,2026-09-09 21:07,False,True,False,False,False,False,False,False,True,True,True,True,1,True
000153,B,,2026,10,12,2026-10-12,,완료,김건우,1788955693023,2026-09-09 21:08,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000174,B,,2026,09,05,2026-09-05,,완료,김건우,1788955712507,2026-09-09 21:08,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000183,B,5b_판독불가_EXP각인추정,2027,07,28,2027-07-28,,완료,김건우,1788955732723,2026-09-09 21:08,False,False,False,False,False,False,True,False,True,True,True,True,1,True
000250,B,,2026,03,04,2026-03-04,2026 이렇게 나오는게 아니라 26 -> 이렇게 나오는 데이터가 있음. 이거 20붙여주는 로직도 필요할 듯?,완료,김건우,1788955910741,2026-09-09 21:11,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000275,B,3_상대표기;4_참조표기,2026,04,23,2026-04-23,,완료,김건우,1788955929331,2026-09-09 21:12,False,False,False,True,True,False,False,False,True,True,True,True,2,True
000285,B,,2027,07,02,2027-07-02,,완료,김건우,1788955947300,2026-09-09 21:12,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000291,B,3_상대표기;4_참조표기,2027,07,21,2027-07-21,,완료,김건우,1788955964050,2026-09-09 21:12,False,False,False,True,True,False,False,False,True,True,True,True,2,True
000338,B,,2026,05,28,2026-05-28,,완료,김건우,1788955981367,2026-09-09 21:13,False,False,False,False,False,False,False,False,True,True,True,True,0,True
000340,B,,2026,08,11,2026-08-11,,완료,김건우,1788955994366,2026-09-09 21:13,False,False,False,False,False,False,False,False,True,True,True,True,0,True
